"unitid","cityid","avgbaserate","dogs","maxoccupancyadults","fullbaths","terminated","bedrooms","beachaccess","hottub"
4211,164,207,,,3,1,3,"Pine Knot Marina is 4.2 miles  (approx. 11 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 0.6 mile (approx 3 minute drive) from the house & Snow Summit Ski Resort is 2.9 miles (approx 10 minute drive) from the house. 
",-1
4277,464,146,,,1,0,2,,-1
4282,464,144,1,,2,0,3,,1
4326,164,175,,,2,0,3,"Pine Knot Marina is 2.5 miles  (approx. 7 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 2.0 mile (approx 7 minute drive) from the house & Snow Summit Ski Resort is 0.3 miles (approx 2 minute drive) from the house. 
",1
4351,478,363,,,2,0,3,,-1
4442,129,137,,2,1,0,0,,-1
4566,486,129,,3,1,0,1,,1
4714,225,182,,0,2,0,4,"Fantastic view of Lake Elsinore right in the backyard of this incredible home!
Lake Elsinore is right down the road, drive time is less than 10 minutes.
For information on water sports and lake activities, please visit:   http://www.visitlakeelsinore.com/water_sports.php",-1
5275,478,291,1,,1,0,2,There are regional parks where guests can access the Russian River. The closest is approximately three miles away in the town of Healdsburg.,1
5332,528,157,1,,2,0,3,,-1
5661,84,123,,,2,0,2,The closest beach is El Dorado Beach which is located 1.5 miles east on Highway 50.,-1
5853,41,276,,6,2,0,2,,-1
5989,32,168,,6,2,0,3,,-1
6045,545,143,,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beaches can be accessed via water taxi from any of the other beaches,  please call Pine Mountain Lake with any questions:(209) 962-8615.  Parking at Dunn Court Beach and at the Lake Lodge Beach is permitted and provides easy access to swimming and beach areas.  Both areas have briquette BBQ grills.  

The community swimming pool is located on Mueller Drive, and is managed by Pine Mountain Lake Association.  Although the pool is listed as an amenity, at times it may be unavailable due to maintenance or other unforeseen operational issues at the direction of Pine Mountain Lake.  

",-1
6058,545,159,,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",-1
6060,545,127,,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
",-1
6061,545,112,,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (31) of the shoreline or private dock.
",-1
6065,545,186,,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",-1
6066,545,154,,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.",-1
6153,545,216,,,2,0,4,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi. Please call Pine Mountain Lake with any questions:(209) 962-8615.  The community swimming pool is located on Mueller Drive, and is managed by Pine Mountain Lake Association.  Although the pool is listed as an amenity, at times it may be unavailable due to maintenance or other unforeseen operational issues at the direction of Pine Mountain Lake.  
",-1
6171,545,226,,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",-1
6267,157,367,1,0,2,0,3,,-1
6271,286,214,1,0,2,0,3,,-1
6285,165,426,,8,3,0,3,"1 block to beach & 1 block to bay. Walking distance.",-1
6558,206,169,,,1,0,1,"The Sierra Nevada Mountain Range offers some of the most spectacular scenery in the world and Mammoth Lakes is right in the heart of it all.   There are many lakes, streams, waterfalls and hot springs a short drive or hike away.",2
6645,118,227,,4,2,0,2,The Beach and the Boardwalk are a 0.4 miles away.,-1
6678,165,191,1,0,2,0,2,,-1
7087,566,111,,0,1,0,1,,-1
7088,566,155,,,1,0,2,,-1
7643,45,149,,,2,1,3,,-1
8015,206,120,,,1,0,1,,2
8051,157,459,,4,2,0,3,Across the street to the left,1
8073,189,731,,14,4,1,7,Head west 1 block - Beach Access is one block west from the property,-1
8286,368,240,,6,2,0,3,Less than 1/4 mile away,-1
8296,351,359,,7,3,0,4,,1
8300,286,177,,4,2,0,2,,2
8410,165,293,,4,2,0,2,,2
8451,281,127,1,6,1,0,2,"The beach is located directly across Hwy 1. You can cross the highway by taking Main Street, either north or south to the first light.",-1
8477,206,255,,,2,0,2,,2
8479,206,210,,,2,0,2,,1
8480,206,390,,,3,1,3,,2
8481,206,390,,,3,0,3,,2
8492,206,149,,,1,0,1,,2
8501,206,182,,,3,0,2,,1
8506,206,110,,,2,0,0,,2
8507,206,110,,,2,0,0,,2
8517,206,177,,,2,0,2,,2
8554,206,298,,,3,0,3,,2
8555,206,285,,,3,0,3,,2
8566,206,136,,,1,0,1,,2
8574,206,116,,,1,0,1,,2
8579,165,474,1,6,3,0,4,,1
8600,206,98,,,1,0,1,,2
8623,164,194,1,,2,0,2,"Pine Knot Marina is 2.8 miles  (approx. 8 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 2.1 miles (approx 6 minute drive) from the house & Snow Summit Ski Resort is 1.9 miles (approx 8 minute drive) from the house. 
",-1
8769,43,125,1,,1,1,2,,1
8770,43,125,1,,1,1,2,,1
9008,84,234,,,2,0,3,Lakeside beach is a private beach located just down the street. Beach passes are provided in the home and 1 pass is good for up to 6 guests.,-1
9012,157,303,,4,2,0,3,,-1
9074,44,333,,6,2,0,3,,-1
9179,528,250,1,4,1,0,2,,1
9199,32,289,,,2,0,4,,1
9335,464,122,,,2,0,3,,-1
9365,206,189,1,6,2,0,2,,2
9573,368,138,,,1,0,1,,2
9616,792,111,,2,1,1,1,,1
9638,165,155,,0,1,0,1,,-1
9718,528,219,,8,2,0,3,,1
9794,189,749,,10,2,0,5,"Beach is 300 feet away off deck. 
Excessive sand brought inside home may be subject to additional fines and fees. Sand brought into showers or sinks will cause unnecessary clogging!! 
MUST USE clear footbath tubs located on the porch and deck to wash sandy hands and feet BEFORE ENTERING THE HOME AFTER ENJOYING THE BEACH! Footbath tubs are located by all entry doors- AGAIN, rinse your feet  and hands whenever entering the unit and especially before entering the house to minimize sand and unnecessary damage to the showers, drains, carpets, and furniture inside. THANKS!
<br><br>
The outdoor shower available for use off the patio. Turn blue nob for water on, please turn nob Off after use (or before departure) to avoid unnecessary water shower use from outside beach-goers.",-1
9823,165,315,,10,3,0,5,,-1
9921,194,549,,,6,0,5,,1
9939,566,213,1,8,2,0,2,Exit through the back gate and head two blocks west to the beach.,-1
9952,370,526,,,4,0,6,,-1
9954,370,137,,,1,0,2,,-1
9955,370,101,,,1,0,1,,-1
9957,370,375,,8,3,0,5,,-1
9971,370,313,,,3,1,3,,-1
9990,370,251,,,1,0,1,,-1
9992,370,158,,,2,1,2,,-1
10018,84,177,,,2,0,3,"",-1
10331,165,430,,8,4,1,4,,-1
10336,206,126,,,1,0,1,,2
10612,566,539,,,4,0,4,"1 block away, footpath to beach located on left side of house off the back patio.",-1
10811,206,102,,,1,0,0,,2
11199,164,112,1,4,1,0,2,,-1
11657,32,257,1,,2,0,3,,1
11703,32,350,,,2,0,3,West End Beach is a short drive away.,-1
11774,43,157,,,2,0,3,,2
11815,590,172,1,6,3,0,3,,-1
11818,84,236,,,2,1,3,,-1
11852,46,187,,,1,0,1,,2
12070,194,147,,,1,0,2,"Pine Knot MariNA. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort  & Snow Summit Ski Resort",1
12081,195,1490,,10,5,1,6,Private beach is 1/2 mile walk down hill and under PCH.,1
12148,366,191,1,4,1,0,2,"",-1
12167,206,297,,8,3,0,3,,2
12306,2985,137,1,,2,0,2,,-1
12309,2983,169,,,2,0,3,,-1
12312,2985,233,1,,2,0,2,,-1
12313,2985,148,,,2,0,2,,2
12314,2983,148,1,,1,0,3,,-1
12317,2983,183,1,,2,0,3,,-1
12318,2983,223,1,,1,0,4,,-1
12319,2983,477,,,3,0,4,,-1
12320,2983,150,,,2,0,3,,-1
12321,2983,121,,,1,0,2,,-1
12322,2983,173,,,2,1,2,,-1
12334,2983,316,,,2,0,4,,-1
12335,2983,229,,,2,0,4,,-1
12336,2983,223,,,2,0,3,,-1
12338,2985,243,,,2,0,4,,-1
12340,2985,158,,,2,0,2,,2
12341,2985,166,1,,2,0,2,,2
12342,2985,156,,,2,0,2,,2
12343,2985,153,,,2,0,2,,2
12344,2985,288,,,3,0,3,,2
12345,2985,152,,,2,0,2,,2
12346,2985,163,,,2,0,2,,2
12347,2983,345,,,4,0,6,,-1
12351,2983,117,,,2,0,2,,2
12358,2983,182,,,2,0,3,,-1
12359,2983,209,1,,3,0,3,,-1
12366,2983,233,,,2,0,3,,-1
12367,2983,148,1,,2,0,3,,-1
12368,2985,478,,,2,0,3,,-1
12369,2983,139,,,1,0,3,,-1
12371,2983,100,,,1,0,1,,2
12379,2983,161,,,3,0,4,,-1
12380,2983,105,1,,1,0,0,,2
12382,2983,567,,,4,0,5,,-1
12384,2983,485,,,4,0,4,,-1
12385,2983,264,,,3,0,3,,-1
12387,2983,168,1,,2,0,3,,-1
12388,2983,261,,,3,0,4,,-1
12389,2983,329,,,3,0,4,,-1
12402,165,300,,,1,0,2,,-1
12535,32,198,,,2,0,3,"The Tahoe Donner Trout Creek Recreation Center is a 10-minute walk from the house. Guests also have the option to use the Tahoe Donner Marina facility at Donner Lake, just 10 minutes away. Please note that access is limited to 8 persons (2 per guest card). Guests must have the cards in possession to access the amenities.",2
12549,164,115,,,1,0,2,,-1
12576,2983,113,1,,1,0,0,,2
12631,32,214,,,2,1,2,,2
13152,464,188,,,2,0,5,,-1
13159,1165,254,,,2,0,4,,-1
13162,1165,362,,,3,0,3,,2
13451,2983,295,,,3,0,3,,-1
13930,32,254,1,,1,0,2,,-1
13933,164,135,1,7,2,0,2,,-1
13934,164,124,,8,2,0,3,,-1
14049,204,274,,8,2,0,3,,1
14061,1146,203,1,,1,0,2,,1
14073,1146,219,1,,1,0,1,,1
14168,1146,182,,,2,0,2,,-1
14194,204,204,,,3,1,2,,2
14222,545,172,1,,2,0,4,,-1
14290,84,150,1,,1,0,2,,-1
14294,545,211,,,2,0,3,"Parking pass will permit you to park at Dunn Court Beach, and along the access road (Pine Mountain Drive) to the lake, however, guests may not park at the lake/Marina, as this is reserved for homeowners.  Please be sure your parking permit is prominently displayed as instructed (hanging on your rearview mirror).  

",-1
14340,56,187,,,2,0,3,,-1
14685,590,150,,4,2,0,2,,-1
14688,164,131,,5,1,0,2,,1
14737,545,185,,,2,0,2,"Beach access is monitored by the Pine Mountain Lake HOA.  Parking passes are required to park on street level for the Marina, and at beach parking lots for Dunn Court Beach and Lake Lodge Beach areas.  The community pool is located on Mueller Drive, and is staffed by Pine Mountain Lake HOA.  Vacasa has no authority over the schedule or unplanned closures of the community pool, as it is subject to needs based on PML HOA maintenance.  Be sure to take your vehicle pass with you to the community pool for access, or to the beach areas to authorize parking in the area.",-1
14758,2985,220,,,3,0,3,,-1
14801,237,202,,,1,0,1,,-1
14828,590,146,,,2,0,3,,-1
14833,164,147,,,2,0,3,,-1
15101,189,451,,,2,0,4,Less than a block away,-1
15107,164,109,,,1,0,1,,-1
15178,458,385,1,,2,1,4,,1
15184,129,170,,,2,0,2,,-1
15185,129,156,,,1,0,1,There is no beach access immediate to the house although there is beach access less then two minutes driving distance to the South of home.,-1
15197,164,99,,,1,0,1,,1
15200,590,245,,,3,0,4,,-1
15201,204,712,,,4,1,5,,-1
15342,84,144,1,,1,0,2,The home is 3 miles from an accessible beach.,-1
15524,590,153,,,2,0,2,,-1
15546,591,205,,0,2,0,2,Gated access to Austin Creek just behind and below the house.,-1
15565,223,103,,6,1,0,2,,-1
15580,224,175,,,3,0,3,,-1
15757,464,111,1,,1,0,1,,-1
15763,286,148,,,2,0,2,,2
15825,566,233,,,2,1,3,Head west on Mission Blvd until you hit the beach/water!,-1
15878,590,163,,,2,0,3,,-1
15918,194,106,1,5,2,0,2,,-1
15987,590,192,,,2,0,4,,1
16016,1059,262,,,3,1,4,,-1
16017,1059,171,,8,2,1,4,,-1
16075,286,160,,,2,0,2,,2
16079,32,217,1,,3,0,3,,2
16105,234,127,,,2,0,2,,-1
16256,590,153,,,2,0,3,,-1
16466,590,198,,8,2,0,3,,-1
16571,1057,162,,,2,1,2,,-1
16622,1359,102,,,1,0,1,,-1
16663,464,146,,,2,0,3,,-1
16672,486,365,,,2,0,2,,-1
16753,2985,156,,,2,0,2,,2
16838,591,187,1,,1,0,2,,-1
16895,164,171,,8,2,0,3,,-1
16896,164,171,,8,2,0,3,,-1
17025,84,180,,,2,0,3,,-1
17075,2996,200,1,,2,0,4,,-1
17135,32,270,,,2,0,3,,2
17143,545,126,1,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",-1
17144,545,162,1,,2,0,3,"There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.  
",-1
17192,237,242,,,2,0,2,,-1
17195,237,181,1,,1,0,1,Salmon Creek Beach is located just a short walk from the house!,-1
17290,32,150,,4,1,0,1,,2
17479,1164,155,,4,2,0,2,Timber Cove Beach is less than a 2 miles drive south of the home on CA HWY-1.,-1
17600,127,166,,,2,1,2,,2
17614,204,220,1,,2,0,3,,1
17647,84,373,,,2,0,4,,-1
17657,63,153,,,2,0,2,,-1
17675,206,154,,,1,0,1,"This condo is not located near water, but is just a short drive away from the many lakes located in this area.",2
17779,545,211,,,2,0,3,"There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.  
",-1
17826,286,169,1,,2,0,3,,2
17999,2983,262,,,3,0,3,,-1
18013,366,189,1,,1,0,2,,-1
18016,366,366,1,,2,0,4,,-1
18025,478,529,,,2,0,3,,1
18046,545,144,,,2,0,3,,-1
18075,545,132,1,,2,0,3,This property is located within a few blocks of the Lake Lodge beach area.  The Lake Lodge parking area is adjacent to the turnoff to Cresthaven Drive.,
18116,206,153,,,2,0,1,"The condo key will allow access to the pool, Jacuzzi and Rec Room.",2
18120,84,147,,,1,0,0,Lakeland Village has 1/4 mile of beach access for guests of the property.,2
18196,127,354,,,4,0,4,,-1
18298,590,267,1,,4,0,3,,1
18317,84,158,,,1,0,2,,
18318,194,118,,0,2,0,2,"This quiet Big Bear Lake neighborhood is just a five-minute drive from the lake for swimming and boating. In winter, Bear Mountain Resort is only a five-minute drive away, with Snow Summit Mountain Resort only a few extra miles down the road. The downtown area around the lake (also minutes by car) is dotted with restaurants, shops, and galleries.  Big Bear Lake offers activities like canoeing, boating, swimming, and fishing.",
18388,351,145,,,2,0,2,,2
18436,566,154,,,1,0,1,,2
18438,566,153,,,1,0,1,,2
18439,566,281,,,2,0,3,,2
18441,566,194,,,2,0,2,,2
18442,566,220,,,2,0,2,,2
18443,566,172,,,2,1,2,,2
18444,566,151,,,1,0,1,,2
18557,2985,219,,,3,0,3,,-1
18768,3219,126,,,1,0,2,,-1
18769,3219,171,,,2,0,3,,-1
18773,3219,139,,,2,0,2,,-1
18774,3219,139,,,1,0,2,,-1
18776,3221,137,1,,1,0,2,,-1
18781,3219,157,1,,2,0,3,,-1
18783,3221,188,,,2,0,3,,-1
18784,3218,192,,,2,0,3,,-1
18785,3219,209,,,3,0,3,,-1
18787,3219,284,,,2,0,3,,-1
18788,3219,159,,,2,0,3,,-1
18791,3219,130,,,2,0,2,,-1
18795,3219,190,,,3,0,3,,-1
18796,3219,266,1,,3,0,4,,-1
18800,3218,193,,12,2,0,4,,-1
18801,3221,170,1,,2,0,3,,-1
18802,3219,147,1,,2,0,2,,-1
18804,3219,166,1,,2,0,4,,-1
18867,128,300,,,3,0,3,"There is beach and water access south of Hwy 1. The first road on your left is the Albion River North Side Road, which is directly on your left going south before the Albion River Bridge. Drive down to the Albion River Campground, access to the water and beach are at the bottom.",1
18960,1166,361,,,2,0,2,,1
19039,128,201,,,2,0,2,"There is beach and water access south of Hwy 1. The first road on your left is the Albion River North Side Road, which is directly on your left going south before the Albion River Bridge. Drive down to the Albion River Campground, access to the water and beach are at the bottom.",1
19041,128,119,,,1,0,1,"There is beach and water access south of Hwy 1. The first road on your left is the Albion River North Side Road, which is directly on your left going south before the Albion River Bridge. Drive down to the Albion River Campground, access to the water and beach are at the bottom.",-1
19067,1294,138,,,1,0,2,,-1
19198,41,529,,,3,0,3,,2
19233,204,215,,,2,0,3,,1
19279,43,120,,,1,0,1,,-1
19281,84,272,,,3,0,4,Private lake access,2
19306,56,162,,,2,0,3,,-1
19368,3273,124,1,,1,0,2,,-1
19463,545,130,1,,2,0,2,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites. There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty (30) feet of the shoreline or private dock. Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday, or Sunday, and is reserved for homeowners. Beaches can also be accessed via water taxi, traveling from one beach to the next. Please call Pine Mountain Lake with any questions: (209) 962-8615.  
",-1
19487,206,176,,,2,0,2,,2
19499,351,229,1,,2,0,4,,
19637,32,179,,,2,0,3,,2
19707,2985,172,,,2,0,2,,-1
19737,43,169,,,2,0,2,,-1
19743,383,362,,,2,0,3,,-1
19825,545,163,1,,2,0,3,"There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.  
",-1
19835,48,207,,,2,0,3,,-1
19844,32,229,,,2,0,2,,-1
19883,189,221,,,1,0,1,,
19920,32,355,1,,2,0,3,,1
19940,3218,192,,,2,0,3,,-1
19948,206,168,,,2,0,2,,2
20150,590,158,,,2,0,3,,-1
20185,3219,152,1,,2,0,3,,-1
20273,324,131,,,1,0,0,,-1
20356,1323,190,1,8,2,0,3,Private beach access just a few yards away.,
20386,194,141,,,2,0,3,,-1
20409,818,603,,,3,0,4,,1
20410,494,791,,,3,0,3,,-1
20413,189,302,1,,3,0,3,,-1
20428,471,190,,,2,0,3,,-1
20429,818,176,,,1,0,2,,1
20430,471,230,,,3,0,3,,-1
20431,471,154,,,1,0,1,,-1
20432,471,154,,,1,0,1,,-1
20434,471,147,,,1,0,1,,-1
20441,189,414,,,3,0,4,,-1
20452,189,344,,,2,0,3,,-1
20513,234,234,,,2,0,3,,1
20516,3219,148,,,2,0,3,,-1
20522,206,173,,,2,0,2,,
20523,3221,176,1,,1,0,3,,-1
20577,206,219,,,3,0,3,,-1
20623,590,278,,,2,0,3,,-1
20698,566,432,,,3,0,5,,-1
20791,471,1424,,,10,0,16,,-1
20794,464,133,1,,3,0,2,,-1
20841,206,267,,,3,0,3,,2
20871,486,370,1,5,1,0,3,,-1
20960,206,196,1,,2,0,3,,2
20991,224,135,,,2,0,2,,-1
21030,84,255,,,2,0,4,,-1
21166,545,121,1,,1,0,2,"This cabin is only a short walk from Fisherman's Cove, Pine Mountain Lakes premier fishing spot!  Talk a walk down Pine Mountain Drive to Rock Canyon Way, Fisherman's Cove is on your right.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  There are no dogs allowed at beach locations.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.     Although vacation rental guests can’t bring boats of any kind to the lake, there are rental boats available at the Marina store.  Please call the Pine Mountain Lake Marina, at 209)962-8631 or visit http://www.pinemountainlake.com/1marina-test-page/ for more information.
",-1
21203,206,428,,,2,1,2,,2
21218,545,298,,,2,0,4,,-1
21219,545,319,,,3,0,4,,-1
21221,545,170,,,2,0,3,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive, and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.",-1
21222,545,123,,,2,0,2,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive, and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.",-1
21223,545,117,,,2,0,2,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive, and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.",-1
21224,545,206,,,3,0,4,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive, and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.",-1
21225,545,141,,,2,0,2,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive, and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.",-1
21227,545,133,,,2,0,2,,-1
21228,545,112,,,1,0,2,,-1
21232,545,145,,,2,0,3,,-1
21234,545,134,,,4,1,3,,-1
21249,545,142,,,2,0,3,,-1
21313,186,134,,,1,0,3,,-1
21341,204,220,1,,2,0,3,,1
21348,545,155,1,,2,0,3,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites and the community pool.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  There are no dogs allowed at beach locations.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.     Although vacation rental guests can’t bring boats of any kind to the lake, there are rental boats available at the Marina store.  Please call the Pine Mountain Lake Marina, at 209)962-8631 or visit http://www.pinemountainlake.com/1marina-test-page/ for more information.
",-1
21406,366,189,,4,1,0,2,The beach is three blocks away.,-1
21409,2983,226,,,2,0,4,,-1
21458,370,251,,,1,0,2,,-1
21489,792,395,,,4,0,6,,1
21532,3219,148,,,2,0,2,,-1
21538,206,153,,,1,0,1,,2
21569,545,141,,,1,0,1,,-1
21646,464,126,,,2,0,3,,
21817,1088,355,,,2,0,4,,-1
21846,234,228,,,2,0,3,,1
